Pressure,Qual0.5,Qual1,Qual2,Qual5,Qual10,Qual20,Qual30,Qual50,Qual100,Qual200,Qual500,,,,,,,,,,,,,,,,,,,
51.5,2.542129617,5.019635004,9.787302652,22.70183737,40.24994054,64.29930394,78.66881288,92.38461772,99.42005953,99.99663669,100,,,,,,,,,,,,,,,,,,,
51.52,2.543104191,5.021534592,9.790911088,22.7095668,40.26188936,64.31358137,78.68160775,92.3922293,99.42121825,99.99665012,100,,,,,,,,,,,,,,,,,,,
51.54,2.544078755,5.023434142,9.794519379,22.71729546,40.27383578,64.32785308,78.69439495,92.39983326,99.42237466,99.99666349,100,,,,,,,,,,,,,,,,,,,
51.56,2.545053309,5.025333655,9.798127526,22.72502334,40.28577982,64.34211908,78.70717448,92.40742963,99.42352875,99.99667681,100,,,,,,,,,,,,,,,,,,,
51.58,2.546027854,5.027233129,9.801735529,22.73275045,40.29772147,64.35637938,78.71994634,92.41501841,99.42468054,99.99669008,100,,,,,,,,,,,,,,,,,,,
51.6,2.547002389,5.029132565,9.805343387,22.74047679,40.30966073,64.37063398,78.73271054,92.4225996,99.42583003,99.99670329,100,,,,,,,,,,,,,,,,,,,
51.62,2.547976914,5.031031964,9.808951101,22.74820236,40.32159761,64.38488288,78.74546709,92.43017321,99.42697722,99.99671645,100,,,,,,,,,,,,,,,,,,,
51.64,2.548951429,5.032931324,9.812558671,22.75592715,40.33353209,64.39912608,78.75821599,92.43773925,99.42812212,99.99672956,100,,,,,,,,,,,,,,,,,,,
51.66,2.549925935,5.034830646,9.816166097,22.76365117,40.34546419,64.41336358,78.77095723,92.44529773,99.42926474,99.99674261,100,,,,,,,,,,,,,,,,,,,
51.68,2.55090043,5.036729931,9.819773378,22.77137442,40.35739391,64.42759539,78.78369084,92.45284866,99.43040507,99.99675562,100,,,,,,,,,,,,,,,,,,,
51.7,2.551874917,5.038629177,9.823380515,22.7790969,40.36932124,64.4418215,78.79641681,92.46039204,99.43154312,99.99676857,100,,,,,,,,,,,,,,,,,,,
51.72,2.552849393,5.040528386,9.826987507,22.7868186,40.38124618,64.45604193,78.80913514,92.46792788,99.4326789,99.99678147,100,,,,,,,,,,,,,,,,,,,
51.74,2.55382386,5.042427556,9.830594356,22.79453953,40.39316874,64.47025667,78.82184585,92.47545619,99.4338124,99.99679432,100,,,,,,,,,,,,,,,,,,,
51.76,2.554798317,5.044326689,9.83420106,22.80225969,40.40508891,64.48446572,78.83454893,92.48297697,99.43494365,99.99680711,100,,,,,,,,,,,,,,,,,,,
51.78,2.555772764,5.046225783,9.83780762,22.80997908,40.4170067,64.4986691,78.84724439,92.49049024,99.43607263,99.99681986,100,,,,,,,,,,,,,,,,,,,
51.8,2.556747201,5.04812484,9.841414035,22.8176977,40.42892211,64.51286679,78.85993223,92.49799599,99.43719936,99.99683255,100,,,,,,,,,,,,,,,,,,,
51.82,2.557721629,5.050023858,9.845020307,22.82541554,40.44083513,64.5270588,78.87261247,92.50549425,99.43832383,99.9968452,100,,,,,,,,,,,,,,,,,,,
51.84,2.558696047,5.051922839,9.848626434,22.83313261,40.45274578,64.54124514,78.8852851,92.51298501,99.43944606,99.99685779,100,,,,,,,,,,,,,,,,,,,
51.86,2.559670455,5.053821781,9.852232416,22.84084891,40.46465404,64.55542581,78.89795013,92.52046828,99.44056605,99.99687034,100,,,,,,,,,,,,,,,,,,,
51.88,2.560644853,5.055720686,9.855838255,22.84856444,40.47655991,64.5696008,78.91060756,92.52794407,99.4416838,99.99688283,100,,,,,,,,,,,,,,,,,,,
51.9,2.561619242,5.057619552,9.859443949,22.8562792,40.48846341,64.58377013,78.9232574,92.53541239,99.44279932,99.99689527,100,,,,,,,,,,,,,,,,,,,
51.92,2.562593621,5.059518381,9.863049499,22.86399319,40.50036453,64.59793379,78.93589966,92.54287325,99.44391261,99.99690767,100,,,,,,,,,,,,,,,,,,,
51.94,2.56356799,5.061417172,9.866654905,22.8717064,40.51226327,64.61209178,78.94853432,92.55032665,99.44502367,99.99692001,100,,,,,,,,,,,,,,,,,,,
51.96,2.564542349,5.063315924,9.870260167,22.87941885,40.52415962,64.62624412,78.96116142,92.5577726,99.44613251,99.99693231,100,,,,,,,,,,,,,,,,,,,
51.98,2.565516699,5.065214639,9.873865285,22.88713052,40.5360536,64.64039079,78.97378093,92.56521111,99.44723914,99.99694455,100,,,,,,,,,,,,,,,,,,,
52,2.566491039,5.067113316,9.877470258,22.89484142,40.5479452,64.6545318,78.98639288,92.57264218,99.44834356,99.99695675,100,,,,,,,,,,,,,,,,,,,
52.02,2.567465369,5.069011954,9.881075087,22.90255155,40.55983442,64.66866716,78.99899726,92.58006582,99.44944577,99.9969689,100,,,,,,,,,,,,,,,,,,,
52.04,2.56843969,5.070910555,9.884679772,22.91026091,40.57172127,64.68279687,79.01159408,92.58748205,99.45054578,99.996981,100,,,,,,,,,,,,,,,,,,,
52.06,2.569414001,5.072809118,9.888284313,22.9179695,40.58360574,64.69692093,79.02418335,92.59489086,99.45164359,99.99699305,100,,,,,,,,,,,,,,,,,,,
52.08,2.570388302,5.074707643,9.891888709,22.92567732,40.59548783,64.71103934,79.03676507,92.60229227,99.4527392,99.99700506,100,,,,,,,,,,,,,,,,,,,
52.1,2.571362593,5.07660613,9.895492961,22.93338436,40.60736754,64.7251521,79.04933923,92.60968628,99.45383263,99.99701701,100,,,,,,,,,,,,,,,,,,,
52.12,2.572336874,5.078504579,9.89909707,22.94109064,40.61924488,64.73925921,79.06190586,92.6170729,99.45492387,99.99702892,100,,,,,,,,,,,,,,,,,,,
52.14,2.573311146,5.08040299,9.902701034,22.94879614,40.63111984,64.75336069,79.07446495,92.62445214,99.45601294,99.99704078,100,,,,,,,,,,,,,,,,,,,
52.16,2.574285408,5.082301363,9.906304854,22.95650088,40.64299243,64.76745653,79.0870165,92.631824,99.45709982,99.99705259,100,,,,,,,,,,,,,,,,,,,
52.18,2.57525966,5.084199697,9.909908529,22.96420484,40.65486265,64.78154673,79.09956053,92.63918849,99.45818454,99.99706436,100,,,,,,,,,,,,,,,,,,,
52.2,2.576233903,5.086097995,9.913512061,22.97190804,40.66673049,64.79563129,79.11209703,92.64654562,99.45926709,99.99707608,100,,,,,,,,,,,,,,,,,,,
52.22,2.577208136,5.087996254,9.917115448,22.97961046,40.67859596,64.80971022,79.12462602,92.6538954,99.46034747,99.99708775,100,,,,,,,,,,,,,,,,,,,
52.24,2.578182359,5.089894475,9.920718692,22.98731212,40.69045905,64.82378352,79.13714748,92.66123784,99.4614257,99.99709938,100,,,,,,,,,,,,,,,,,,,
52.26,2.579156572,5.091792658,9.924321791,22.995013,40.70231977,64.8378512,79.14966144,92.66857293,99.46250177,99.99711096,100,,,,,,,,,,,,,,,,,,,
52.28,2.580130776,5.093690803,9.927924746,23.00271311,40.71417812,64.85191324,79.16216789,92.67590069,99.46357569,99.99712249,100,,,,,,,,,,,,,,,,,,,
52.3,2.581104969,5.09558891,9.931527557,23.01041246,40.7260341,64.86596967,79.17466684,92.68322113,99.46464747,99.99713398,100,,,,,,,,,,,,,,,,,,,
52.32,2.582079153,5.097486979,9.935130224,23.01811103,40.73788771,64.88002047,79.18715829,92.69053425,99.4657171,99.99714542,100,,,,,,,,,,,,,,,,,,,
52.34,2.583053328,5.099385011,9.938732746,23.02580884,40.74973895,64.89406565,79.19964225,92.69784006,99.4667846,99.99715681,100,,,,,,,,,,,,,,,,,,,
52.36,2.584027492,5.101283004,9.942335125,23.03350587,40.76158781,64.90810522,79.21211872,92.70513857,99.46784997,99.99716816,100,,,,,,,,,,,,,,,,,,,
52.38,2.585001647,5.103180959,9.94593736,23.04120213,40.77343431,64.92213917,79.22458771,92.71242979,99.4689132,99.99717947,100,,,,,,,,,,,,,,,,,,,
52.4,2.585975792,5.105078877,9.94953945,23.04889763,40.78527844,64.9361675,79.23704922,92.71971372,99.46997432,99.99719073,100,,,,,,,,,,,,,,,,,,,
52.42,2.586949928,5.106976756,9.953141397,23.05659235,40.7971202,64.95019023,79.24950325,92.72699036,99.47103331,99.99720194,100,,,,,,,,,,,,,,,,,,,
52.44,2.587924053,5.108874598,9.956743199,23.06428631,40.80895959,64.96420735,79.26194982,92.73425974,99.47209018,99.99721311,100,,,,,,,,,,,,,,,,,,,
52.46,2.588898169,5.110772401,9.960344857,23.0719795,40.82079662,64.97821887,79.27438892,92.74152185,99.47314495,99.99722424,100,,,,,,,,,,,,,,,,,,,
52.48,2.589872275,5.112670167,9.963946371,23.07967191,40.83263127,64.99222478,79.28682055,92.7487767,99.47419761,99.99723532,100,,,,,,,,,,,,,,,,,,,
52.5,2.590846372,5.114567894,9.967547741,23.08736356,40.84446356,65.00622509,79.29924473,92.7560243,99.47524816,99.99724636,100,,,,,,,,,,,,,,,,,,,
52.52,2.591820458,5.116465584,9.971148967,23.09505444,40.85629349,65.0202198,79.31166146,92.76326465,99.47629661,99.99725735,100,,,,,,,,,,,,,,,,,,,
52.54,2.592794535,5.118363236,9.974750049,23.10274455,40.86812105,65.03420891,79.32407074,92.77049777,99.47734298,99.9972683,100,,,,,,,,,,,,,,,,,,,
52.56,2.593768603,5.12026085,9.978350987,23.11043389,40.87994624,65.04819243,79.33647258,92.77772366,99.47838724,99.9972792,100,,,,,,,,,,,,,,,,,,,
52.58,2.59474266,5.122158425,9.981951781,23.11812247,40.89176907,65.06217036,79.34886697,92.78494232,99.47942943,99.99729006,100,,,,,,,,,,,,,,,,,,,
52.6,2.595716708,5.124055963,9.985552431,23.12581027,40.90358953,65.0761427,79.36125394,92.79215378,99.48046953,99.99730088,100,,,,,,,,,,,,,,,,,,,
52.62,2.596690746,5.125953463,9.989152937,23.1334973,40.91540763,65.09010945,79.37363347,92.79935802,99.48150755,99.99731166,100,,,,,,,,,,,,,,,,,,,
52.64,2.597664774,5.127850925,9.992753299,23.14118357,40.92722337,65.10407061,79.38600558,92.80655506,99.4825435,99.99732239,100,,,,,,,,,,,,,,,,,,,
52.66,2.598638792,5.129748349,9.996353517,23.14886907,40.93903674,65.11802619,79.39837027,92.81374491,99.48357738,99.99733308,100,,,,,,,,,,,,,,,,,,,
52.68,2.599612801,5.131645735,9.999953591,23.1565538,40.95084775,65.13197619,79.41072754,92.82092758,99.48460919,99.99734372,100,,,,,,,,,,,,,,,,,,,
52.7,2.6005868,5.133543083,10.00355352,23.16423776,40.9626564,65.14592061,79.42307739,92.82810306,99.48563894,99.99735433,100,,,,,,,,,,,,,,,,,,,
52.72,2.601560789,5.135440393,10.00715331,23.17192095,40.97446269,65.15985946,79.43541984,92.83527137,99.48666664,99.99736489,100,,,,,,,,,,,,,,,,,,,
52.74,2.602534769,5.137337666,10.01075295,23.17960337,40.98626662,65.17379272,79.44775489,92.84243252,99.48769228,99.99737541,100,,,,,,,,,,,,,,,,,,,
52.76,2.603508739,5.1392349,10.01435245,23.18728503,40.99806819,65.18772042,79.46008254,92.84958651,99.48871587,99.99738589,100,,,,,,,,,,,,,,,,,,,
52.78,2.604482699,5.141132096,10.0179518,23.19496591,41.00986739,65.20164255,79.47240279,92.85673335,99.48973742,99.99739632,100,,,,,,,,,,,,,,,,,,,
52.8,2.605456649,5.143029255,10.02155101,23.20264603,41.02166424,65.21555911,79.48471566,92.86387304,99.49075692,99.99740671,100,,,,,,,,,,,,,,,,,,,
52.82,2.60643059,5.144926375,10.02515008,23.21032539,41.03345873,65.2294701,79.49702114,92.8710056,99.49177439,99.99741707,100,,,,,,,,,,,,,,,,,,,
52.84,2.60740452,5.146823458,10.028749,23.21800397,41.04525086,65.24337553,79.50931923,92.87813104,99.49278982,99.99742738,100,,,,,,,,,,,,,,,,,,,
52.86,2.608378442,5.148720502,10.03234778,23.22568178,41.05704063,65.2572754,79.52160996,92.88524934,99.49380323,99.99743765,100,,,,,,,,,,,,,,,,,,,
52.88,2.609352353,5.150617509,10.03594641,23.23335883,41.06882804,65.27116971,79.5338933,92.89236054,99.49481461,99.99744788,100,,,,,,,,,,,,,,,,,,,
52.9,2.610326254,5.152514477,10.0395449,23.24103511,41.0806131,65.28505847,79.54616928,92.89946463,99.49582397,99.99745807,100,,,,,,,,,,,,,,,,,,,
52.92,2.611300146,5.154411408,10.04314325,23.24871063,41.09239579,65.29894167,79.5584379,92.90656161,99.49683132,99.99746821,100,,,,,,,,,,,,,,,,,,,
52.94,2.612274028,5.156308301,10.04674145,23.25638537,41.10417614,65.31281931,79.57069916,92.91365151,99.49783665,99.99747832,100,,,,,,,,,,,,,,,,,,,
52.96,2.613247901,5.158205156,10.05033951,23.26405935,41.11595412,65.32669141,79.58295306,92.92073431,99.49883997,99.99748839,100,,,,,,,,,,,,,,,,,,,
52.98,2.614221764,5.160101973,10.05393742,23.27173256,41.12772976,65.34055796,79.59519962,92.92781004,99.49984129,99.99749841,100,,,,,,,,,,,,,,,,,,,
53,2.615195616,5.161998752,10.05753519,23.279405,41.13950303,65.35441897,79.60743883,92.93487869,99.50084061,99.9975084,100,,,,,,,,,,,,,,,,,,,
53.02,2.61616946,5.163895493,10.06113282,23.28707668,41.15127395,65.36827443,79.61967069,92.94194028,99.50183793,99.99751835,100,,,,,,,,,,,,,,,,,,,
53.04,2.617143293,5.165792196,10.0647303,23.29474759,41.16304252,65.38212435,79.63189522,92.94899482,99.50283326,99.99752825,100,,,,,,,,,,,,,,,,,,,
53.06,2.618117117,5.167688861,10.06832764,23.30241773,41.17480874,65.39596873,79.64411242,92.9560423,99.5038266,99.99753812,100,,,,,,,,,,,,,,,,,,,
53.08,2.619090931,5.169585488,10.07192484,23.3100871,41.1865726,65.40980757,79.65632229,92.96308273,99.50481795,99.99754795,100,,,,,,,,,,,,,,,,,,,
53.1,2.620064735,5.171482078,10.07552189,23.31775571,41.19833411,65.42364088,79.66852484,92.97011613,99.50580733,99.99755774,100,,,,,,,,,,,,,,,,,,,
53.12,2.621038529,5.173378629,10.07911879,23.32542355,41.21009327,65.43746866,79.68072006,92.9771425,99.50679473,99.99756749,100,,,,,,,,,,,,,,,,,,,
53.14,2.622012314,5.175275143,10.08271556,23.33309063,41.22185007,65.45129091,79.69290797,92.98416185,99.50778015,99.9975772,100,,,,,,,,,,,,,,,,,,,
53.16,2.622986089,5.177171618,10.08631218,23.34075693,41.23360453,65.46510763,79.70508857,92.99117418,99.50876361,99.99758687,100,,,,,,,,,,,,,,,,,,,
53.18,2.623959854,5.179068056,10.08990865,23.34842248,41.24535663,65.47891882,79.71726187,92.9981795,99.5097451,99.9975965,100,,,,,,,,,,,,,,,,,,,
53.2,2.62493361,5.180964455,10.09350498,23.35608725,41.25710638,65.4927245,79.72942786,93.00517783,99.51072463,99.9976061,100,,,,,,,,,,,,,,,,,,,
53.22,2.625907356,5.182860817,10.09710117,23.36375126,41.26885379,65.50652465,79.74158656,93.01216915,99.5117022,99.99761565,100,,,,,,,,,,,,,,,,,,,
53.24,2.626881092,5.184757141,10.10069722,23.3714145,41.28059884,65.52031928,79.75373796,93.01915349,99.51267782,99.99762517,100,,,,,,,,,,,,,,,,,,,
53.26,2.627854818,5.186653427,10.10429312,23.37907698,41.29234155,65.53410839,79.76588207,93.02613085,99.51365149,99.99763465,100,,,,,,,,,,,,,,,,,,,
53.28,2.628828535,5.188549675,10.10788887,23.38673868,41.30408191,65.54789199,79.7780189,93.03310123,99.51462322,99.99764409,100,,,,,,,,,,,,,,,,,,,
53.3,2.629802242,5.190445885,10.11148448,23.39439963,41.31581992,65.56167008,79.79014845,93.04006465,99.515593,99.9976535,100,,,,,,,,,,,,,,,,,,,
53.32,2.630775939,5.192342057,10.11507995,23.4020598,41.32755558,65.57544266,79.80227072,93.0470211,99.51656084,99.99766287,100,,,,,,,,,,,,,,,,,,,
53.34,2.631749626,5.194238191,10.11867528,23.40971922,41.33928889,65.58920972,79.81438573,93.05397061,99.51752676,99.9976722,100,,,,,,,,,,,,,,,,,,,
53.36,2.632723304,5.196134287,10.12227046,23.41737786,41.35101986,65.60297129,79.82649346,93.06091316,99.51849074,99.99768149,100,,,,,,,,,,,,,,,,,,,
53.38,2.633696972,5.198030346,10.1258655,23.42503574,41.36274849,65.61672735,79.83859394,93.06784878,99.5194528,99.99769074,100,,,,,,,,,,,,,,,,,,,
53.4,2.63467063,5.199926366,10.12946039,23.43269285,41.37447476,65.63047791,79.85068715,93.07477747,99.52041293,99.99769996,100,,,,,,,,,,,,,,,,,,,
53.42,2.635644278,5.201822349,10.13305514,23.4403492,41.3861987,65.64422297,79.86277311,93.08169923,99.52137114,99.99770914,100,,,,,,,,,,,,,,,,,,,
53.44,2.636617917,5.203718293,10.13664975,23.44800478,41.39792028,65.65796253,79.87485183,93.08861407,99.52232745,99.99771829,100,,,,,,,,,,,,,,,,,,,
53.46,2.637591546,5.2056142,10.14024421,23.4556596,41.40963953,65.6716966,79.88692329,93.095522,99.52328184,99.9977274,100,,,,,,,,,,,,,,,,,,,
53.48,2.638565165,5.207510069,10.14383853,23.46331365,41.42135643,65.68542517,79.89898752,93.10242303,99.52423432,99.99773647,100,,,,,,,,,,,,,,,,,,,
53.5,2.639538775,5.2094059,10.1474327,23.47096694,41.43307099,65.69914826,79.91104451,93.10931716,99.5251849,99.99774551,100,,,,,,,,,,,,,,,,,,,
53.52,2.640512374,5.211301693,10.15102673,23.47861946,41.4447832,65.71286586,79.92309427,93.1162044,99.52613358,99.99775451,100,,,,,,,,,,,,,,,,,,,
53.54,2.641485964,5.213197448,10.15462062,23.48627121,41.45649307,65.72657797,79.9351368,93.12308475,99.52708037,99.99776347,100,,,,,,,,,,,,,,,,,,,
53.56,2.642459545,5.215093165,10.15821436,23.4939222,41.4682006,65.74028459,79.9471721,93.12995823,99.52802526,99.9977724,100,,,,,,,,,,,,,,,,,,,
53.58,2.643433115,5.216988844,10.16180796,23.50157243,41.47990579,65.75398574,79.95920019,93.13682484,99.52896827,99.99778129,100,,,,,,,,,,,,,,,,,,,
53.6,2.644406676,5.218884485,10.16540142,23.50922189,41.49160864,65.76768141,79.97122107,93.14368458,99.52990939,99.99779015,100,,,,,,,,,,,,,,,,,,,
53.62,2.645380227,5.220780088,10.16899473,23.51687059,41.50330915,65.78137159,79.98323473,93.15053747,99.53084863,99.99779897,100,,,,,,,,,,,,,,,,,,,
53.64,2.646353768,5.222675654,10.1725879,23.52451852,41.51500732,65.79505631,79.99524119,93.15738351,99.531786,99.99780776,100,,,,,,,,,,,,,,,,,,,
53.66,2.6473273,5.224571181,10.17618092,23.53216568,41.52670315,65.80873555,80.00724044,93.16422271,99.53272149,99.99781651,100,,,,,,,,,,,,,,,,,,,
53.68,2.648300822,5.226466671,10.1797738,23.53981208,41.53839664,65.82240932,80.0192325,93.17105507,99.53365511,99.99782522,100,,,,,,,,,,,,,,,,,,,
53.7,2.649274334,5.228362123,10.18336654,23.54745772,41.55008779,65.83607762,80.03121736,93.1778806,99.53458687,99.99783391,100,,,,,,,,,,,,,,,,,,,
53.72,2.650247836,5.230257537,10.18695913,23.55510259,41.5617766,65.84974046,80.04319504,93.18469931,99.53551677,99.99784255,100,,,,,,,,,,,,,,,,,,,
53.74,2.651221329,5.232152912,10.19055158,23.5627467,41.57346308,65.86339783,80.05516553,93.1915112,99.5364448,99.99785117,100,,,,,,,,,,,,,,,,,,,
53.76,2.652194812,5.23404825,10.19414389,23.57039004,41.58514722,65.87704974,80.06712884,93.19831629,99.53737099,99.99785974,100,,,,,,,,,,,,,,,,,,,
53.78,2.653168285,5.235943551,10.19773605,23.57803262,41.59682902,65.89069619,80.07908498,93.20511457,99.53829532,99.99786829,100,,,,,,,,,,,,,,,,,,,
53.8,2.654141748,5.237838813,10.20132807,23.58567444,41.60850848,65.90433719,80.09103394,93.21190606,99.53921781,99.9978768,100,,,,,,,,,,,,,,,,,,,
53.82,2.655115202,5.239734037,10.20491995,23.59331549,41.62018562,65.91797272,80.10297574,93.21869076,99.54013845,99.99788527,100,,,,,,,,,,,,,,,,,,,
53.84,2.656088646,5.241629223,10.20851168,23.60095577,41.63186041,65.93160281,80.11491037,93.22546868,99.54105725,99.99789372,100,,,,,,,,,,,,,,,,,,,
53.86,2.65706208,5.243524372,10.21210327,23.60859529,41.64353287,65.94522744,80.12683785,93.23223983,99.54197422,99.99790212,100,,,,,,,,,,,,,,,,,,,
53.88,2.658035505,5.245419482,10.21569471,23.61623405,41.655203,65.95884663,80.13875817,93.23900421,99.54288936,99.9979105,100,,,,,,,,,,,,,,,,,,,
53.9,2.65900892,5.247314555,10.21928601,23.62387205,41.66687079,65.97246037,80.15067134,93.24576182,99.54380267,99.99791884,100,,,,,,,,,,,,,,,,,,,
53.92,2.659982325,5.24920959,10.22287717,23.63150928,41.67853625,65.98606866,80.16257736,93.25251268,99.54471415,99.99792715,100,,,,,,,,,,,,,,,,,,,
53.94,2.66095572,5.251104587,10.22646818,23.63914575,41.69019938,65.99967151,80.17447625,93.2592568,99.54562381,99.99793542,100,,,,,,,,,,,,,,,,,,,
53.96,2.661929106,5.252999546,10.23005905,23.64678145,41.70186017,66.01326892,80.18636799,93.26599417,99.54653166,99.99794366,100,,,,,,,,,,,,,,,,,,,
53.98,2.662902481,5.254894467,10.23364977,23.65441639,41.71351863,66.0268609,80.19825261,93.27272481,99.54743769,99.99795187,100,,,,,,,,,,,,,,,,,,,
54,2.663875848,5.25678935,10.23724036,23.66205057,41.72517476,66.04044744,80.21013009,93.27944873,99.54834191,99.99796005,100,,,,,,,,,,,,,,,,,,,
54.02,2.664849204,5.258684195,10.2408308,23.66968398,41.73682856,66.05402854,80.22200045,93.28616592,99.54924432,99.99796819,100,,,,,,,,,,,,,,,,,,,
54.04,2.665822551,5.260579002,10.24442109,23.67731663,41.74848003,66.06760421,80.23386369,93.2928764,99.55014493,99.9979763,100,,,,,,,,,,,,,,,,,,,
54.06,2.666795887,5.262473772,10.24801124,23.68494852,41.76012917,66.08117446,80.24571982,93.29958017,99.55104374,99.99798438,100,,,,,,,,,,,,,,,,,,,
54.08,2.667769215,5.264368504,10.25160125,23.69257964,41.77177598,66.09473927,80.25756883,93.30627724,99.55194076,99.99799243,100,,,,,,,,,,,,,,,,,,,
54.1,2.668742532,5.266263197,10.25519111,23.70021,41.78342046,66.10829867,80.26941074,93.31296762,99.55283598,99.99800044,100,,,,,,,,,,,,,,,,,,,
54.12,2.66971584,5.268157853,10.25878083,23.7078396,41.79506261,66.12185264,80.28124554,93.31965131,99.55372941,99.99800843,100,,,,,,,,,,,,,,,,,,,
54.14,2.670689138,5.270052471,10.26237041,23.71546843,41.80670244,66.13540119,80.29307324,93.32632831,99.55462106,99.99801638,100,,,,,,,,,,,,,,,,,,,
54.16,2.671662426,5.271947051,10.26595984,23.7230965,41.81833993,66.14894432,80.30489385,93.33299865,99.55551093,99.99802429,100,,,,,,,,,,,,,,,,,,,
54.18,2.672635705,5.273841593,10.26954913,23.73072381,41.8299751,66.16248203,80.31670737,93.33966232,99.55639902,99.99803218,100,,,,,,,,,,,,,,,,,,,
54.2,2.673608973,5.275736097,10.27313828,23.73835036,41.84160794,66.17601433,80.3285138,93.34631933,99.55728534,99.99804004,100,,,,,,,,,,,,,,,,,,,
54.22,2.674582232,5.277630564,10.27672728,23.74597614,41.85323846,66.18954122,80.34031316,93.35296968,99.55816988,99.99804786,100,,,,,,,,,,,,,,,,,,,
54.24,2.675555482,5.279524992,10.28031614,23.75360116,41.86486665,66.2030627,80.35210543,93.35961339,99.55905266,99.99805565,100,,,,,,,,,,,,,,,,,,,
54.26,2.676528721,5.281419383,10.28390486,23.76122542,41.87649251,66.21657877,80.36389063,93.36625046,99.55993367,99.99806342,100,,,,,,,,,,,,,,,,,,,
54.28,2.677501951,5.283313735,10.28749343,23.76884892,41.88811605,66.23008944,80.37566876,93.37288089,99.56081292,99.99807115,100,,,,,,,,,,,,,,,,,,,
54.3,2.678475171,5.28520805,10.29108186,23.77647165,41.89973726,66.2435947,80.38743983,93.3795047,99.56169042,99.99807885,100,,,,,,,,,,,,,,,,,,,
54.32,2.679448382,5.287102327,10.29467014,23.78409362,41.91135615,66.25709456,80.39920384,93.38612189,99.56256616,99.99808652,100,,,,,,,,,,,,,,,,,,,
54.34,2.680421582,5.288996566,10.29825829,23.79171483,41.92297272,66.27058902,80.41096079,93.39273246,99.56344016,99.99809416,100,,,,,,,,,,,,,,,,,,,
54.36,2.681394773,5.290890767,10.30184628,23.79933528,41.93458697,66.28407809,80.42271069,93.39933642,99.5643124,99.99810176,100,,,,,,,,,,,,,,,,,,,
54.38,2.682367954,5.29278493,10.30543414,23.80695497,41.94619889,66.29756176,80.43445354,93.40593379,99.56518291,99.99810934,100,,,,,,,,,,,,,,,,,,,
54.4,2.683341126,5.294679056,10.30902185,23.81457389,41.95780849,66.31104004,80.44618934,93.41252456,99.56605167,99.99811689,100,,,,,,,,,,,,,,,,,,,
54.42,2.684314288,5.296573143,10.31260942,23.82219205,41.96941576,66.32451293,80.45791811,93.41910874,99.5669187,99.99812441,100,,,,,,,,,,,,,,,,,,,
54.44,2.68528744,5.298467193,10.31619684,23.82980945,41.98102072,66.33798043,80.46963984,93.42568634,99.567784,99.99813189,100,,,,,,,,,,,,,,,,,,,
54.46,2.686260582,5.300361204,10.31978412,23.83742609,41.99262336,66.35144255,80.48135454,93.43225737,99.56864757,99.99813935,100,,,,,,,,,,,,,,,,,,,
54.48,2.687233714,5.302255178,10.32337126,23.84504197,42.00422367,66.36489928,80.49306222,93.43882183,99.56950941,99.99814678,100,,,,,,,,,,,,,,,,,,,
54.5,2.688206837,5.304149114,10.32695825,23.85265708,42.01582167,66.37835063,80.50476287,93.44537973,99.57036953,99.99815418,100,,,,,,,,,,,,,,,,,,,
54.52,2.68917995,5.306043012,10.3305451,23.86027144,42.02741734,66.3917966,80.5164565,93.45193107,99.57122793,99.99816155,100,,,,,,,,,,,,,,,,,,,
54.54,2.690153054,5.307936872,10.33413181,23.86788503,42.0390107,66.40523719,80.52814312,93.45847587,99.57208462,99.99816888,100,,,,,,,,,,,,,,,,,,,
54.56,2.691126147,5.309830695,10.33771837,23.87549786,42.05060174,66.41867241,80.53982273,93.46501412,99.5729396,99.99817619,100,,,,,,,,,,,,,,,,,,,
54.58,2.692099231,5.311724479,10.34130479,23.88310993,42.06219046,66.43210226,80.55149534,93.47154584,99.57379286,99.99818347,100,,,,,,,,,,,,,,,,,,,
54.6,2.693072305,5.313618226,10.34489107,23.89072124,42.07377686,66.44552673,80.56316094,93.47807103,99.57464443,99.99819073,100,,,,,,,,,,,,,,,,,,,
54.62,2.69404537,5.315511935,10.3484772,23.89833178,42.08536095,66.45894583,80.57481955,93.4845897,99.57549429,99.99819795,100,,,,,,,,,,,,,,,,,,,
54.64,2.695018424,5.317405605,10.35206319,23.90594157,42.09694272,66.47235957,80.58647116,93.49110186,99.57634245,99.99820514,100,,,,,,,,,,,,,,,,,,,
54.66,2.695991469,5.319299238,10.35564903,23.9135506,42.10852217,66.48576795,80.59811578,93.4976075,99.57718892,99.99821231,100,,,,,,,,,,,,,,,,,,,
54.68,2.696964504,5.321192833,10.35923474,23.92115886,42.12009931,66.49917096,80.60975342,93.50410664,99.57803369,99.99821944,100,,,,,,,,,,,,,,,,,,,
54.7,2.69793753,5.323086391,10.36282029,23.92876636,42.13167413,66.51256861,80.62138408,93.51059929,99.57887678,99.99822655,100,,,,,,,,,,,,,,,,,,,
54.72,2.698910546,5.32497991,10.36640571,23.93637311,42.14324664,66.52596091,80.63300776,93.51708545,99.57971819,99.99823363,100,,,,,,,,,,,,,,,,,,,
54.74,2.699883552,5.326873391,10.36999098,23.94397909,42.15481683,66.53934784,80.64462447,93.52356512,99.58055791,99.99824068,100,,,,,,,,,,,,,,,,,,,
